NOME_DEPARTAMENTO;NOME_SECCIONAL;NOME_DELEGACIA;CIDADE;ANO_BO;NUM_BO;DATA_COMUNICACAO;DATA_OCORRENCIA_BO;HORA_OCORRENCIA_BO;DESC_PERIODO;DESCR_TIPOLOCAL;BAIRRO;LOGRADOURO;NUMERO_LOGRADOURO;LATITUDE;LONGITUDE;NOME_DELEGACIA_CIRCUNSCRIÇÃO;NOME_DEPARTAMENTO_CIRCUNSCRIÇÃO;NOME_SECCIONAL_CIRCUNSCRIÇÃO;NOME_MUNICIPIO_CIRCUNSCRIÇÃO;RUBRICA;DESCR_CONDUTA;NATUREZA_APURADA;MES_ESTATISTICA;ANO_ESTATISTICA
DEINTER 1 - SAO JOSE DOS CAMPOS;DEL.SEC.S.JOSÉ DOS CAMPOS;04º D.P. S.JOSE DOS CAMPOS;S.JOSE DOS CAMPOS;2024;AQ8531;15/01/2024;13/10/2023;23:12:00;NULL;Via Pública;VILA PAIVA;RODOVIA MONTEIRO LOBATO;107;-23,0005374;-45,8552272;DEL.POL.MONTEIRO LOBATO;DEINTER 1 - SAO JOSE DOS CAMPOS;DEL.SEC.S.JOSÉ DOS CAMPOS;MONTEIRO LOBATO;Lesão corporal culposa na direção de veículo automotor (Art. 303);NULL;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;1;2024
DEINTER 1 - SAO JOSE DOS CAMPOS;DEL.SEC.S.JOSÉ DOS CAMPOS;DEL.POL.MONTEIRO LOBATO;MONTEIRO LOBATO;2024;AE3025;04/01/2024;04/01/2024;NULL;A tarde;Ponto de Táxi;CENTRO;RUA HUMBERTO CAPELIN;10;-22,95688139;-45,83876509;DEL.POL.MONTEIRO LOBATO;DEINTER 1 - SAO JOSE DOS CAMPOS;DEL.SEC.S.JOSÉ DOS CAMPOS;MONTEIRO LOBATO;Lesão corporal (art. 129);NULL;LESÃO CORPORAL DOLOSA;1;2024
DEINTER 1 - SAO JOSE DOS CAMPOS;DEL.SEC.S.JOSÉ DOS CAMPOS;DEL.POL.MONTEIRO LOBATO;MONTEIRO LOBATO;2024;BE5951;25/01/2024;25/01/2024;NULL;De madrugada;Casa;VILA IRACEMA;VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS;;0;0;DEL.POL.MONTEIRO LOBATO;DEINTER 1 - SAO JOSE DOS CAMPOS;DEL.SEC.S.JOSÉ DOS CAMPOS;MONTEIRO LOBATO;Lesão corporal (art. 129);NULL;LESÃO CORPORAL DOLOSA;1;2024
DEINTER 1 - SAO JOSE DOS CAMPOS;DEL.SEC.S.JOSÉ DOS CAMPOS;DEL.POL.MONTEIRO LOBATO;MONTEIRO LOBATO;2024;AA8456;02/01/2024;02/01/2024;02:30:00;NULL;Posto de Gasolina;VILA IRACEMA;RUA ABÍLIO PEREIRA DIAS;1;-22,95695405;-45,8386262;DEL.POL.MONTEIRO LOBATO;DEINTER 1 - SAO JOSE DOS CAMPOS;DEL.SEC.S.JOSÉ DOS CAMPOS;MONTEIRO LOBATO;Roubo (art. 157);Interior Estabelecimento;ROUBO - OUTROS;1;2024
DEINTER 1 - SAO JOSE DOS CAMPOS;DEL.SEC.S.JOSÉ DOS CAMPOS;CPJ S. JOSÉ DOS CAMPOS;S.JOSE DOS CAMPOS;2024;AA0693;01/01/2024;01/01/2024;06:40:00;NULL;Outros;JARDIM NOVA AMÉRICA;PRAÇA NOSSA SENHORA DE FATIMA;122;-23,19345085;-45,89865255;01º D.P. S.JOSE DOS CAMPOS;DEINTER 1 - SAO JOSE DOS CAMPOS;DEL.SEC.S.JOSÉ DOS CAMPOS;S.JOSE DOS CAMPOS;Furto (art. 155);Estabelecimento-Outros;FURTO - OUTROS;1;2024
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA;S.JOSE DOS CAMPOS;2024;AA0787;01/01/2024;31/12/2023;NULL;A tarde;NULL;CENTRO;AVENIDA DOUTOR JOAO GUILHERMINO;287;-23,1885406;-45,88579548;01º D.P. S.JOSE DOS CAMPOS;DEINTER 1 - SAO JOSE DOS CAMPOS;DEL.SEC.S.JOSÉ DOS CAMPOS;S.JOSE DOS CAMPOS;Furto (art. 155);Outros;FURTO - OUTROS;1;2024
DEINTER 1 - SAO JOSE DOS CAMPOS;DEL.SEC.S.JOSÉ DOS CAMPOS;CPJ S. JOSÉ DOS CAMPOS;S.JOSE DOS CAMPOS;2024;AA4319;02/01/2024;02/01/2024;02:15:00;NULL;Restaurante;VILA ADYANA;RUA ENGENHEIRO PRUDENTE MEIRELES DE MORAIS;483;-23,1985226;-45,892585;01º D.P. S.JOSE DOS CAMPOS;DEINTER 1 - SAO JOSE DOS CAMPOS;DEL.SEC.S.JOSÉ DOS CAMPOS;S.JOSE DOS CAMPOS;Furto (art. 155);Outros;FURTO - OUTROS;1;2024
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA;S.JOSE DOS CAMPOS;2024;AA5671;01/01/2024;01/01/2024;NULL;A tarde;Via Pública;CENTRO;RUA ANTONIO MORAES BARROS;92;-23,18853586;-45,88839814;01º D.P. S.JOSE DOS CAMPOS;DEINTER 1 - SAO JOSE DOS CAMPOS;DEL.SEC.S.JOSÉ DOS CAMPOS;S.JOSE DOS CAMPOS;Furto (art. 155);Outros;FURTO - OUTROS;1;2024
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA 3;S.JOSE DOS CAMPOS;2024;AA5702;01/01/2024;01/01/2024;15:00:00;NULL;Via Pública;JARDIM NOVA AMÉRICA;AVENIDA ANCHIETA;455;NULL;NULL;01º D.P. S.JOSE DOS CAMPOS;DEINTER 1 - SAO JOSE DOS CAMPOS;DEL.SEC.S.JOSÉ DOS CAMPOS;S.JOSE DOS CAMPOS;Furto (art. 155);Residência;FURTO - OUTROS;1;2024
DEINTER 1 - SAO JOSE DOS CAMPOS;DEL.SEC.GUARATINGUETA;02º D.P. LORENA;S.JOSE DOS CAMPOS;2024;AB0637;02/01/2024;09/12/2023;NULL;Em hora incerta;Hospital;CENTRO;RUA DOLZANI RICARDO;620;-23,18690627;-45,88475233;01º D.P. S.JOSE DOS CAMPOS;DEINTER 1 - SAO JOSE DOS CAMPOS;DEL.SEC.S.JOSÉ DOS CAMPOS;S.JOSE DOS CAMPOS;Furto (art. 155);Outros;FURTO - OUTROS;1;2024
DEINTER 1 - SAO JOSE DOS CAMPOS;DEL.SEC.S.JOSÉ DOS CAMPOS;06º D.P. S.JOSE DOS CAMPOS;S.JOSE DOS CAMPOS;2024;AB1644;02/01/2024;22/12/2023;NULL;Em hora incerta;Estádio/Ginásio;CENTRO;TRAVESSA MAJOR CESAR LEITE;20;-23,1901337;-45,8865026;01º D.P. S.JOSE DOS CAMPOS;DEINTER 1 - SAO JOSE DOS CAMPOS;DEL.SEC.S.JOSÉ DOS CAMPOS;S.JOSE DOS CAMPOS;Furto (art. 155);Transeunte;FURTO - OUTROS;1;2024
DEINTER 1 - SAO JOSE DOS CAMPOS;DEL.SEC.S.JOSÉ DOS CAMPOS;01º D.P. S.JOSE DOS CAMPOS;S.JOSE DOS CAMPOS;2024;AB5398;02/01/2024;02/01/2024;01:30:00;NULL;Apartamentos;VILA SANCHES;VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS;;0;0;01º D.P. S.JOSE DOS CAMPOS;DEINTER 1 - SAO JOSE DOS CAMPOS;DEL.SEC.S.JOSÉ DOS CAMPOS;S.JOSE DOS CAMPOS;Furto (art. 155);Outros;FURTO - OUTROS;1;2024
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA;S.JOSE DOS CAMPOS;2024;AB6581;02/01/2024;31/12/2023;NULL;A noite;Via Pública;CENTRO;RUA CLAUDINO PINTO;1;-23,1884382;-45,88437851;01º D.P. S.JOSE DOS CAMPOS;DEINTER 1 - SAO JOSE DOS CAMPOS;DEL.SEC.S.JOSÉ DOS CAMPOS;S.JOSE DOS CAMPOS;Furto (art. 155);Outros;FURTO - OUTROS;1;2024
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA;S.JOSE DOS CAMPOS;2024;AB9677;03/01/2024;01/01/2024;NULL;A noite;Via Pública;JARDIM SÃO DIMAS;AVENIDA ENGENHEIRO FRANCISCO JOSE LONGO;250;-23,19502303;-45,88987204;01º D.P. S.JOSE DOS CAMPOS;DEINTER 1 - SAO JOSE DOS CAMPOS;DEL.SEC.S.JOSÉ DOS CAMPOS;S.JOSE DOS CAMPOS;Furto (art. 155);Outros;FURTO - OUTROS;1;2024
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA;S.JOSE DOS CAMPOS;2024;AC0716;02/01/2024;01/01/2024;NULL;A noite;Via Pública;CENTRO;RUA EUCLIDES MIRAGAIA;565;-23,19208461;-45,8922653;01º D.P. S.JOSE DOS CAMPOS;DEINTER 1 - SAO JOSE DOS CAMPOS;DEL.SEC.S.JOSÉ DOS CAMPOS;S.JOSE DOS CAMPOS;Furto (art. 155);Outros;FURTO - OUTROS;1;2024
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA;S.JOSE DOS CAMPOS;2024;AC0845;02/01/2024;25/12/2023;NULL;A noite;Via Pública;CENTRO;PRAÇA AFONSO PENA;84;-23,18439528;-45,88756772;01º D.P. S.JOSE DOS CAMPOS;DEINTER 1 - SAO JOSE DOS CAMPOS;DEL.SEC.S.JOSÉ DOS CAMPOS;S.JOSE DOS CAMPOS;Furto (art. 155);Outros;FURTO - OUTROS;1;2024
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA 3;S.JOSE DOS CAMPOS;2024;AC1871;02/01/2024;01/01/2024;06:50:00;NULL;Via Pública;JARDIM NOVA AMÉRICA;RUA ANTONIO RODRIGUES ARZAO;66;-23,19416612;-45,89900331;01º D.P. S.JOSE DOS CAMPOS;DEINTER 1 - SAO JOSE DOS CAMPOS;DEL.SEC.S.JOSÉ DOS CAMPOS;S.JOSE DOS CAMPOS;Furto (art. 155);Residência;FURTO - OUTROS;1;2024
DEINTER 1 - SAO JOSE DOS CAMPOS;DEL.SEC.S.JOSÉ DOS CAMPOS;01º D.P. S.JOSE DOS CAMPOS;S.JOSE DOS CAMPOS;2024;AC3027;03/01/2024;02/01/2024;14:00:00;NULL;Casa;VILA MARIA;VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS;;0;0;01º D.P. S.JOSE DOS CAMPOS;DEINTER 1 - SAO JOSE DOS CAMPOS;DEL.SEC.S.JOSÉ DOS CAMPOS;S.JOSE DOS CAMPOS;Furto (art. 155);Residência;FURTO - OUTROS;1;2024
DEINTER 1 - SAO JOSE DOS CAMPOS;DEL.SEC.S.JOSÉ DOS CAMPOS;01º D.P. S.JOSE DOS CAMPOS;S.JOSE DOS CAMPOS;2024;AC3666;03/01/2024;23/12/2023;19:05:00;NULL;Via Pública;CENTRO;RUA QUINZE DE NOVEMBRO;371;-23,18595126;-45,88647015;01º D.P. S.JOSE DOS CAMPOS;DEINTER 1 - SAO JOSE DOS CAMPOS;DEL.SEC.S.JOSÉ DOS CAMPOS;S.JOSE DOS CAMPOS;Furto (art. 155);Transeunte;FURTO - OUTROS;1;2024
DEINTER 1 - SAO JOSE DOS CAMPOS;DEL.SEC.S.JOSÉ DOS CAMPOS;01º D.P. S.JOSE DOS CAMPOS;S.JOSE DOS CAMPOS;2024;AC4739;03/01/2024;02/01/2024;13:45:00;NULL;Via Pública;CENTRO;RUA RUI DORIA;1;-23,18391252;-45,88768007;01º D.P. S.JOSE DOS CAMPOS;DEINTER 1 - SAO JOSE DOS CAMPOS;DEL.SEC.S.JOSÉ DOS CAMPOS;S.JOSE DOS CAMPOS;Furto (art. 155);Transeunte;FURTO - OUTROS;1;2024
DEINTER 1 - SAO JOSE DOS CAMPOS;DEL.SEC.S.JOSÉ DOS CAMPOS;01º D.P. S.JOSE DOS CAMPOS;S.JOSE DOS CAMPOS;2024;AC6946;03/01/2024;30/12/2023;22:00:00;NULL;Praça;CENTRO;PRAÇA PRESIDENTE KENNEDY;1;-23,19057894;-45,88807873;01º D.P. S.JOSE DOS CAMPOS;DEINTER 1 - SAO JOSE DOS CAMPOS;DEL.SEC.S.JOSÉ DOS CAMPOS;S.JOSE DOS CAMPOS;Furto (art. 155);Outros;FURTO - OUTROS;1;2024
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA;S.JOSE DOS CAMPOS;2024;AD4440;04/01/2024;19/12/2023;18:30:00;NULL;Via Pública;CENTRO;RUA SEBASTIAO HUMEL;456;-23,18074563;-45,88377951;01º D.P. S.JOSE DOS CAMPOS;DEINTER 1 - SAO JOSE DOS CAMPOS;DEL.SEC.S.JOSÉ DOS CAMPOS;S.JOSE DOS CAMPOS;Furto (art. 155);Transeunte;FURTO - OUTROS;1;2024
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA 3;S.JOSE DOS CAMPOS;2024;AD8933;03/01/2024;29/12/2023;00:31:00;NULL;Via Pública;JARDIM SÃO DIMAS;RUA PARAIBUNA;838;-23,19890802;-45,88684516;01º D.P. S.JOSE DOS CAMPOS;DEINTER 1 - SAO JOSE DOS CAMPOS;DEL.SEC.S.JOSÉ DOS CAMPOS;S.JOSE DOS CAMPOS;Furto (art. 155);Estabelecimento-Outros;FURTO - OUTROS;1;2024
DEINTER 1 - SAO JOSE DOS CAMPOS;DEL.SEC.S.JOSÉ DOS CAMPOS;01º D.P. S.JOSE DOS CAMPOS;S.JOSE DOS CAMPOS;2024;AE0044;04/01/2024;04/01/2024;09:30:00;NULL;Via Pública;CENTRO;AVENIDA DOUTOR NELSON DAVILA;29;-23,18718315;-45,88623869;01º D.P. S.JOSE DOS CAMPOS;DEINTER 1 - SAO JOSE DOS CAMPOS;DEL.SEC.S.JOSÉ DOS CAMPOS;S.JOSE DOS CAMPOS;Furto (art. 155);Outros;FURTO - OUTROS;1;2024
DEINTER 1 - SAO JOSE DOS CAMPOS;DEL.SEC.S.JOSÉ DOS CAMPOS;01º D.P. S.JOSE DOS CAMPOS;S.JOSE DOS CAMPOS;2024;AE1359;04/01/2024;04/01/2024;06:00:00;NULL;Praça;JARDIM SAO DIMAS;PRAÇA MONSENHOR ASCANIO BRANDÃO;1;-23,1984517;-45,8876955;01º D.P. S.JOSE DOS CAMPOS;DEINTER 1 - SAO JOSE DOS CAMPOS;DEL.SEC.S.JOSÉ DOS CAMPOS;S.JOSE DOS CAMPOS;Furto (art. 155);Outros;FURTO - OUTROS;1;2024
DEINTER 1 - SAO JOSE DOS CAMPOS;DEL.SEC.S.JOSÉ DOS CAMPOS;01º D.P. S.JOSE DOS CAMPOS;S.JOSE DOS CAMPOS;2024;AE2819;04/01/2024;04/01/2024;12:30:00;NULL;Via Pública;JARDIM NOVA AMÉRICA;AVENIDA ANCHIETA;387;-23,19268942;-45,89432528;01º D.P. S.JOSE DOS CAMPOS;DEINTER 1 - SAO JOSE DOS CAMPOS;DEL.SEC.S.JOSÉ DOS CAMPOS;S.JOSE DOS CAMPOS;Furto (art. 155);Outros;FURTO - OUTROS;1;2024
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA 3;S.JOSE DOS CAMPOS;2024;AE2887;04/01/2024;30/12/2023;05:00:00;NULL;Via Pública;JARDIM SÃO DIMAS;RUA PARAIBUNA;699;-23,1977074;-45,88718171;01º D.P. S.JOSE DOS CAMPOS;DEINTER 1 - SAO JOSE DOS CAMPOS;DEL.SEC.S.JOSÉ DOS CAMPOS;S.JOSE DOS CAMPOS;Furto (art. 155);Estabelecimento-Outros;FURTO - OUTROS;1;2024
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA 3;S.JOSE DOS CAMPOS;2024;AF3440;05/01/2024;01/01/2024;23:00:00;NULL;Via Pública;JARDIM BELA VISTA;AVENIDA TENENTE NEVIO BARACHO;109;-23,17893429;-45,88733387;01º D.P. S.JOSE DOS CAMPOS;DEINTER 1 - SAO JOSE DOS CAMPOS;DEL.SEC.S.JOSÉ DOS CAMPOS;S.JOSE DOS CAMPOS;Furto (art. 155);Residência;FURTO - OUTROS;1;2024
DEINTER 1 - SAO JOSE DOS CAMPOS;DEL.SEC.S.JOSÉ DOS CAMPOS;01º D.P. S.JOSE DOS CAMPOS;S.JOSE DOS CAMPOS;2024;AF8286;05/01/2024;05/01/2024;14:30:00;NULL;Via Pública;VILA BETANIA;AVENIDA TÍVOLI;605;-23,2085978;-45,890755;01º D.P. S.JOSE DOS CAMPOS;DEINTER 1 - SAO JOSE DOS CAMPOS;DEL.SEC.S.JOSÉ DOS CAMPOS;S.JOSE DOS CAMPOS;Furto (art. 155);Outros;FURTO - OUTROS;1;2024
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA;S.JOSE DOS CAMPOS;2024;AF8754;05/01/2024;12/12/2023;NULL;De madrugada;Via Pública;CENTRO;RUA MANOEL RICARDO JUNIOR;99;-23,19427904;-45,88663261;01º D.P. S.JOSE DOS CAMPOS;DEINTER 1 - SAO JOSE DOS CAMPOS;DEL.SEC.S.JOSÉ DOS CAMPOS;S.JOSE DOS CAMPOS;Furto (art. 155);Outros;FURTO - OUTROS;1;2024
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA;S.JOSE DOS CAMPOS;2024;AG1074;05/01/2024;27/12/2023;NULL;A tarde;Via Pública;CENTRO;RUA RUBIÃO JÚNIOR;84;-23,1841994;-45,8858847;01º D.P. S.JOSE DOS CAMPOS;DEINTER 1 - SAO JOSE DOS CAMPOS;DEL.SEC.S.JOSÉ DOS CAMPOS;S.JOSE DOS CAMPOS;Furto (art. 155);Outros;FURTO - OUTROS;1;2024
DEINTER 1 - SAO JOSE DOS CAMPOS;DEL.SEC.S.JOSÉ DOS CAMPOS;CPJ S. JOSÉ DOS CAMPOS;S.JOSE DOS CAMPOS;2024;AG2217;06/01/2024;05/01/2024;21:17:00;NULL;Casa;VILA LUZIA;VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS;;0;0;01º D.P. S.JOSE DOS CAMPOS;DEINTER 1 - SAO JOSE DOS CAMPOS;DEL.SEC.S.JOSÉ DOS CAMPOS;S.JOSE DOS CAMPOS;Furto (art. 155);Residência;FURTO - OUTROS;1;2024
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA;S.JOSE DOS CAMPOS;2024;AG7296;05/01/2024;05/01/2024;NULL;A tarde;Via Pública;JARDIM ESPLANADA;ACESSO RUA VITAL BRASIL;67;-23,19519654;-45,89922459;01º D.P. S.JOSE DOS CAMPOS;DEINTER 1 - SAO JOSE DOS CAMPOS;DEL.SEC.S.JOSÉ DOS CAMPOS;S.JOSE DOS CAMPOS;Furto (art. 155);Outros;FURTO - OUTROS;1;2024
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA;S.JOSE DOS CAMPOS;2024;AH0947;07/01/2024;07/01/2024;NULL;De madrugada;NULL;CENTRO;RUA LUIZ JACINTO;241;-23,19120523;-45,8914435;01º D.P. S.JOSE DOS CAMPOS;DEINTER 1 - SAO JOSE DOS CAMPOS;DEL.SEC.S.JOSÉ DOS CAMPOS;S.JOSE DOS CAMPOS;Furto (art. 155);Outros;FURTO - OUTROS;1;2024
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA;S.JOSE DOS CAMPOS;2024;AH3442;07/01/2024;06/01/2024;NULL;De madrugada;Via Pública;CENTRO;RUA VILACA;600;-23,1835063;-45,88427802;01º D.P. S.JOSE DOS CAMPOS;DEINTER 1 - SAO JOSE DOS CAMPOS;DEL.SEC.S.JOSÉ DOS CAMPOS;S.JOSE DOS CAMPOS;Furto (art. 155);Outros;FURTO - OUTROS;1;2024
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA 3;S.JOSE DOS CAMPOS;2024;AH7051;05/01/2024;05/01/2024;14:00:00;NULL;Via Pública;CENTRO;RUA FRANCISCO RAFAEL;357;-23,18044279;-45,8837788;01º D.P. S.JOSE DOS CAMPOS;DEINTER 1 - SAO JOSE DOS CAMPOS;DEL.SEC.S.JOSÉ DOS CAMPOS;S.JOSE DOS CAMPOS;Furto (art. 155);Outros;FURTO - OUTROS;1;2024
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA 3;S.JOSE DOS CAMPOS;2024;AH7082;05/01/2024;05/01/2024;17:30:00;NULL;Via Pública;JARDIM ESPLANADA;ACESSO RUA VITAL BRASIL;67;-23,19519654;-45,89922459;01º D.P. S.JOSE DOS CAMPOS;DEINTER 1 - SAO JOSE DOS CAMPOS;DEL.SEC.S.JOSÉ DOS CAMPOS;S.JOSE DOS CAMPOS;Furto (art. 155);Interior de Veículo;FURTO - OUTROS;1;2024
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA;S.JOSE DOS CAMPOS;2024;AH7861;08/01/2024;08/01/2024;NULL;De madrugada;Via Pública;CENTRO;RUA SEBASTIAO HUMEL;925;-23,17993697;-45,87925305;01º D.P. S.JOSE DOS CAMPOS;DEINTER 1 - SAO JOSE DOS CAMPOS;DEL.SEC.S.JOSÉ DOS CAMPOS;S.JOSE DOS CAMPOS;Furto (art. 155);Fios e Cabos;FURTO - OUTROS;1;2024
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA;S.JOSE DOS CAMPOS;2024;AI9813;08/01/2024;05/01/2024;NULL;De madrugada;Via Pública;CENTRO;AVENIDA DOUTOR NELSON DAVILA;619;-23,19151223;-45,88550019;01º D.P. S.JOSE DOS CAMPOS;DEINTER 1 - SAO JOSE DOS CAMPOS;DEL.SEC.S.JOSÉ DOS CAMPOS;S.JOSE DOS CAMPOS;Furto (art. 155);Outros;FURTO - OUTROS;1;2024
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA;S.JOSE DOS CAMPOS;2024;AJ1010;08/01/2024;06/01/2024;NULL;De madrugada;Via Pública;CENTRO;AVENIDA MARECHAL FLORIANO PEIXOTO;347;-23,18770903;-45,88454509;01º D.P. S.JOSE DOS CAMPOS;DEINTER 1 - SAO JOSE DOS CAMPOS;DEL.SEC.S.JOSÉ DOS CAMPOS;S.JOSE DOS CAMPOS;Furto (art. 155);Outros;FURTO - OUTROS;1;2024
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA 3;S.JOSE DOS CAMPOS;2024;AJ7452;09/01/2024;09/01/2024;08:00:00;NULL;Via Pública;CENTRO;RUA VILACA;360;-23,18562348;-45,8837607;01º D.P. S.JOSE DOS CAMPOS;DEINTER 1 - SAO JOSE DOS CAMPOS;DEL.SEC.S.JOSÉ DOS CAMPOS;S.JOSE DOS CAMPOS;Furto (art. 155);Estabelecimento-Outros;FURTO - OUTROS;1;2024
DEINTER 1 - SAO JOSE DOS CAMPOS;DEL.SEC.S.JOSÉ DOS CAMPOS;01º D.P. S.JOSE DOS CAMPOS;S.JOSE DOS CAMPOS;2024;AK1813;09/01/2024;08/01/2024;14:10:00;NULL;Lojas;VILA SANCHES;VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS;;0;0;01º D.P. S.JOSE DOS CAMPOS;DEINTER 1 - SAO JOSE DOS CAMPOS;DEL.SEC.S.JOSÉ DOS CAMPOS;S.JOSE DOS CAMPOS;Furto (art. 155);Outros;FURTO - OUTROS;1;2024
DEINTER 1 - SAO JOSE DOS CAMPOS;DEL.SEC.S.JOSÉ DOS CAMPOS;CPJ S. JOSÉ DOS CAMPOS;S.JOSE DOS CAMPOS;2024;AL1312;10/01/2024;10/01/2024;09:37:00;NULL;Via Pública;CENTRO;RUA SETE DE SETEMBRO;100;-23,18400971;-45,88546283;01º D.P. S.JOSE DOS CAMPOS;DEINTER 1 - SAO JOSE DOS CAMPOS;DEL.SEC.S.JOSÉ DOS CAMPOS;S.JOSE DOS CAMPOS;Furto (art. 155);Estabelecimento Comercial;FURTO - OUTROS;1;2024
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA;S.JOSE DOS CAMPOS;2024;AL3892;10/01/2024;05/01/2024;NULL;A noite;Via Pública;JARDIM SÃO DIMAS;AVENIDA ENGENHEIRO FRANCISCO JOSE LONGO;76;-23,19345807;-45,89013631;01º D.P. S.JOSE DOS CAMPOS;DEINTER 1 - SAO JOSE DOS CAMPOS;DEL.SEC.S.JOSÉ DOS CAMPOS;S.JOSE DOS CAMPOS;Furto (art. 155);Outros;FURTO - OUTROS;1;2024
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA 3;S.JOSE DOS CAMPOS;2024;AL5659;09/01/2024;02/01/2024;09:00:00;NULL;Via Pública;CENTRO;RUA CORONEL JOSE MONTEIRO;578;-23,18223833;-45,88237726;01º D.P. S.JOSE DOS CAMPOS;DEINTER 1 - SAO JOSE DOS CAMPOS;DEL.SEC.S.JOSÉ DOS CAMPOS;S.JOSE DOS CAMPOS;Furto (art. 155);Outros;FURTO - OUTROS;1;2024
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA 3;S.JOSE DOS CAMPOS;2024;AL7765;10/01/2024;19/12/2023;02:10:00;NULL;Via Pública;VILA ADYANA;RUA SANTA CLARA;119;-23,19526121;-45,89180124;01º D.P. S.JOSE DOS CAMPOS;DEINTER 1 - SAO JOSE DOS CAMPOS;DEL.SEC.S.JOSÉ DOS CAMPOS;S.JOSE DOS CAMPOS;Furto (art. 155);Estabelecimento-Outros;FURTO - OUTROS;1;2024
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA 3;S.JOSE DOS CAMPOS;2024;AL7800;10/01/2024;09/01/2024;19:40:00;NULL;Via Pública;VILA JACI;RUA ENGENHEIRO PRUDENTE MEIRELES DE MORA;302;-23,19843776;-45,8928073;01º D.P. S.JOSE DOS CAMPOS;DEINTER 1 - SAO JOSE DOS CAMPOS;DEL.SEC.S.JOSÉ DOS CAMPOS;S.JOSE DOS CAMPOS;Furto (art. 155);Outros;FURTO - OUTROS;1;2024
DEINTER 1 - SAO JOSE DOS CAMPOS;DEL.SEC.S.JOSÉ DOS CAMPOS;01º D.P. S.JOSE DOS CAMPOS;S.JOSE DOS CAMPOS;2024;AL9434;10/01/2024;09/01/2024;15:30:00;NULL;Praça;CENTRO;RUA QUINZE DE NOVEMBRO;1;-23,18595126;-45,88647015;01º D.P. S.JOSE DOS CAMPOS;DEINTER 1 - SAO JOSE DOS CAMPOS;DEL.SEC.S.JOSÉ DOS CAMPOS;S.JOSE DOS CAMPOS;Furto (art. 155);Outros;FURTO - OUTROS;1;2024
